REGION,EMISSION,YEAR,VALUE
R1,CO2,2020,999999
R1,CO2,2021,999999
R1,CO2,2022,999999
R1,CO2,2023,999999
R1,CO2,2024,999999
R1,CO2,2025,999999
R1,CO2,2026,999999
R1,CO2,2027,999999
R1,CO2,2028,999999
R1,CO2,2029,999999
R1,CO2,2030,999999
R1,CO2,2031,999999
R1,CO2,2032,999999
R1,CO2,2033,999999
R1,CO2,2034,999999
R1,CO2,2035,999999
R1,CO2,2036,999999
R1,CO2,2037,999999
R1,CO2,2038,999999
R1,CO2,2039,999999
R1,CO2,2040,999999
R1,CO2,2041,999999
R1,CO2,2042,999999
R1,CO2,2043,999999
R1,CO2,2044,999999
R1,CO2,2045,999999
R1,CO2,2046,999999
R1,CO2,2047,999999
R1,CO2,2048,999999
R1,CO2,2049,999999
R1,CO2,2050,999999
R1,CO2,2051,999999
R1,CO2,2052,999999
R1,CO2,2053,999999
R1,CO2,2054,999999
R1,CO2,2055,999999
R1,CO2,2056,999999
R1,CO2,2057,999999
R1,CO2,2058,999999
R1,CO2,2059,999999
R1,CO2,2060,999999
R1,CO2,2061,999999
R1,CO2,2062,999999
R1,CO2,2063,999999
R1,CO2,2064,999999
R1,CO2,2065,999999
R1,CO2,2066,999999
R1,CO2,2067,999999
R1,CO2,2068,999999
R1,CO2,2069,999999
R1,CO2,2070,999999
