
Summary,R1
2054,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0
,FOSSIL_FUEL
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0
,ELC_01
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0
,ELC_02
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,2162.62,2094.67,2184.91,2135.08,2548.94,2437.86,2313.92,2241.99
2021,2208.24,2138.85,2231,2180.11,2602.7,2489.29,2362.73,2289.28
2022,2253.84,2183.03,2277.07,2225.14,2656.45,2540.69,2411.53,2336.55
2023,2299.46,2227.21,2323.15,2270.17,2710.22,2592.11,2460.33,2383.84
2024,2345.06,2271.38,2369.23,2315.19,2763.97,2643.52,2509.13,2431.12
2025,2390.68,2315.56,2415.31,2360.23,2817.73,2694.94,2557.93,2478.41
2026,2436.29,2359.74,2461.4,2405.26,2871.5,2746.37,2606.74,2525.7
2027,2481.9,2403.91,2507.47,2450.29,2925.25,2797.77,2655.53,2572.98
2028,2527.51,2448.1,2553.56,2495.32,2979.01,2849.19,2704.34,2620.27
2029,2573.11,2492.27,2599.63,2540.34,3032.76,2900.6,2753.14,2667.54
2030,2618.73,2536.45,2645.72,2585.38,3086.52,2952.02,2801.94,2714.83
2031,2664.35,2580.63,2691.8,2630.41,3140.29,3003.44,2850.75,2762.12
2032,2709.95,2624.8,2737.88,2675.44,3194.04,3054.85,2899.54,2809.4
2033,2755.56,2668.98,2783.96,2720.47,3247.8,3106.27,2948.35,2856.69
2034,2801.17,2713.16,2830.04,2765.49,3301.55,3157.68,2997.14,2903.97
2035,2846.78,2757.34,2876.12,2810.53,3355.32,3209.1,3045.95,2951.26
2036,2892.4,2801.52,2922.21,2855.56,3409.08,3260.52,3094.76,2998.55
2037,2938,2845.69,2968.28,2900.59,3462.83,3311.93,3143.55,3045.82
2038,2983.62,2889.87,3014.37,2945.62,3516.6,3363.35,3192.36,3093.11
2039,3029.22,2934.04,3060.44,2990.64,3570.35,3414.76,3241.15,3140.39
2040,3074.84,2978.23,3106.53,3035.68,3624.11,3466.18,3289.96,3187.68
2041,3120.45,3022.41,3152.61,3080.71,3677.87,3517.6,3338.77,3234.97
2042,3166.06,3066.58,3198.69,3125.74,3731.62,3569.01,3387.56,3282.25
2043,3211.67,3110.76,3244.77,3170.77,3785.39,3620.43,3436.37,3329.54
2044,3257.28,3154.93,3290.85,3215.79,3839.14,3671.84,3485.16,3376.81
2045,3302.89,3199.11,3336.93,3260.83,3892.9,3723.26,3533.97,3424.1
2046,3348.51,3243.3,3383.02,3305.86,3946.67,3774.68,3582.78,3471.39
2047,3394.11,3287.47,3429.09,3350.88,4000.42,3826.09,3631.57,3518.67
2048,3439.73,3331.65,3475.18,3395.92,4054.18,3877.51,3680.38,3565.96
2049,3485.33,3375.82,3521.25,3440.94,4107.93,3928.92,3729.17,3613.24
2050,3530.95,3420,3567.34,3485.98,4161.69,3980.34,3777.98,3660.53
2051,3576.56,3464.19,3613.42,3531.01,4215.46,4031.76,3826.79,3707.82
2052,3622.17,3508.36,3659.49,3576.03,4269.21,4083.17,3875.58,3755.09
2053,3667.78,3552.54,3705.58,3621.07,4322.97,4134.59,3924.39,3802.38
2054,3713.38,3596.71,3751.65,3666.09,4376.72,4186,3973.18,3849.66
2055,3759,3640.89,3797.74,3711.13,4430.49,4237.42,4021.99,3896.95
2056,3804.62,3685.07,3843.83,3756.16,4484.25,4288.84,4070.8,3944.24
2057,3850.22,3729.24,3889.9,3801.18,4538,4340.25,4119.59,3991.52
2058,3895.83,3773.43,3935.98,3846.22,4591.76,4391.67,4168.4,4038.81
2059,3941.44,3817.6,3982.06,3891.24,4645.51,4443.08,4217.19,4086.08
2060,3987.05,3861.78,4028.14,3936.28,4699.28,4494.5,4266,4133.37
2061,4032.67,3905.96,4074.23,3981.31,4753.04,4545.92,4314.8,4180.66
2062,4078.27,3950.13,4120.3,4026.33,4806.79,4597.33,4363.6,4227.94
2063,4123.89,3994.32,4166.39,4071.37,4860.56,4648.75,4412.41,4275.23
2064,4169.49,4038.49,4212.46,4116.39,4914.31,4700.15,4461.2,4322.51
2065,4215.11,4082.67,4258.55,4161.43,4968.07,4751.58,4510.01,4369.8
2066,4260.72,4126.85,4304.63,4206.46,5021.83,4803,4558.81,4417.09
2067,4306.33,4171.02,4350.71,4251.48,5075.58,4854.41,4607.61,4464.36
2068,4351.94,4215.2,4396.79,4296.52,5129.35,4905.83,4656.41,4511.65
2069,4397.55,4259.37,4442.87,4341.54,5183.1,4957.23,4705.21,4558.93
2070,4443.16,4303.56,4488.95,4386.58,5236.86,5008.66,4754.02,4606.22

Time Dependent Production (Energy Units) Test

,R1
,WATER
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,1409.27,1409.27,1409.27,1409.27,1409.27,1409.27,1409.27,1409.27
2021,1381.08,1381.08,1381.08,1381.08,1381.08,1381.08,1381.08,1381.08
2022,1352.89,1352.89,1352.89,1352.89,1352.89,1352.89,1352.89,1352.89
2023,1324.71,1324.71,1324.71,1324.71,1324.71,1324.71,1324.71,1324.71
2024,1296.52,1296.52,1296.52,1296.52,1296.52,1296.52,1296.52,1296.52
2025,1268.34,1268.34,1268.34,1268.34,1268.34,1268.34,1268.34,1268.34
2026,1240.15,1240.15,1240.15,1240.15,1240.15,1240.15,1240.15,1240.15
2027,1211.97,1211.97,1211.97,1211.97,1211.97,1211.97,1211.97,1211.97
2028,1183.78,1183.78,1183.78,1183.78,1183.78,1183.78,1183.78,1183.78
2029,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6
2030,1127.41,1127.41,1127.41,1127.41,1127.41,1127.41,1127.41,1127.41
2031,1099.23,1099.23,1099.23,1099.23,1099.23,1099.23,1099.23,1099.23
2032,1071.04,1071.04,1071.04,1071.04,1071.04,1071.04,1071.04,1071.04
2033,1042.86,1042.86,1042.86,1042.86,1042.86,1042.86,1042.86,1042.86
2034,1014.67,1014.67,1014.67,1014.67,1014.67,1014.67,1014.67,1014.67
2035,986.486,986.486,986.486,986.486,986.486,986.486,986.486,986.486
2036,958.3,958.3,958.3,958.3,958.3,958.3,958.3,958.3
2037,930.115,930.115,930.115,930.115,930.115,930.115,930.115,930.115
2038,901.93,901.93,901.93,901.93,901.93,901.93,901.93,901.93
2039,873.744,873.744,873.744,873.744,873.744,873.744,873.744,873.744
2040,845.559,845.559,845.559,845.559,845.559,845.559,845.559,845.559
2041,817.374,817.374,817.374,817.374,817.374,817.374,817.374,817.374
2042,789.188,789.188,789.188,789.188,789.188,789.188,789.188,789.188
2043,761.003,761.003,761.003,761.003,761.003,761.003,761.003,761.003
2044,732.818,732.818,732.818,732.818,732.818,732.818,732.818,732.818
2045,704.632,704.632,704.632,704.632,704.633,704.632,704.632,704.632
2046,676.447,676.447,676.447,676.447,676.447,676.447,676.447,676.447
2047,648.262,648.262,648.262,648.262,648.262,648.262,648.262,648.262
2048,620.077,620.077,620.077,620.077,620.077,620.077,620.077,620.077
2049,591.891,591.891,591.891,591.891,591.891,591.891,591.891,591.891
2050,563.706,563.706,563.706,563.706,563.706,563.706,563.706,563.706
2051,535.521,535.521,535.521,535.521,535.521,535.521,535.521,535.521
2052,507.335,507.335,507.335,507.335,507.335,507.335,507.335,507.335
2053,479.15,479.15,479.15,479.15,479.15,479.15,479.15,479.15
2054,450.965,450.965,450.965,450.965,450.965,450.965,450.965,450.965
2055,422.78,422.78,422.78,422.78,422.78,422.78,422.779,422.78
2056,394.594,394.594,394.594,394.594,394.594,394.594,394.594,394.594
2057,366.409,366.409,366.409,366.409,366.409,366.409,366.409,366.409
2058,338.224,338.224,338.224,338.224,338.224,338.224,338.224,338.224
2059,310.038,310.038,310.038,310.038,310.038,310.038,310.038,310.038
2060,281.853,281.853,281.853,281.853,281.853,281.853,281.853,281.853
2061,253.668,253.668,253.668,253.668,253.668,253.668,253.668,253.668
2062,225.482,225.482,225.482,225.482,225.482,225.482,225.482,225.482
2063,197.297,197.297,197.297,197.297,197.297,197.297,197.297,197.297
2064,169.112,169.112,169.112,169.112,169.112,169.112,169.112,169.112
2065,140.926,140.926,140.926,140.926,140.926,140.926,140.926,140.926
2066,112.741,112.741,112.741,112.741,112.741,112.741,112.741,112.741
2067,84.5559,84.5559,84.5559,84.5559,84.5559,84.5559,84.5559,84.5559
2068,56.3706,56.3706,56.3706,56.3706,56.3706,56.3706,56.3706,56.3706
2069,28.1853,28.1853,28.1853,28.1853,28.1853,28.1853,28.1853,28.1853
2070,0,0,0,0,0,0,0,0
,FOSSIL_FUEL
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,2203.68,2033.8,2259.4,2134.82,3169.48,2891.79,2581.93,2402.09
2021,2381.78,2208.32,2438.67,2311.47,3367.94,3084.4,2768.01,2584.38
2022,2559.84,2382.8,2617.91,2488.08,3566.38,3276.97,2954.05,2766.63
2023,2737.94,2557.32,2797.18,2664.73,3764.84,3469.58,3140.13,2948.91
2024,2916.01,2731.8,2976.43,2841.34,3963.28,3662.16,3326.17,3131.16
2025,3094.1,2906.31,3155.7,3017.99,4161.74,3854.77,3512.25,3313.44
2026,3272.2,3080.83,3334.97,3194.63,4360.21,4047.38,3698.32,3495.72
2027,3450.27,3255.31,3514.21,3371.24,4558.64,4239.96,3884.36,3677.97
2028,3628.36,3429.82,3693.48,3547.89,4757.11,4432.57,4070.44,3860.25
2029,3806.43,3604.31,3872.72,3724.5,4955.54,4625.15,4256.48,4042.5
2030,3984.52,3778.82,4052,3901.15,5154.01,4817.76,4442.56,4224.79
2031,4162.62,3953.34,4231.27,4077.79,5352.48,5010.37,4628.63,4407.07
2032,4340.69,4127.82,4410.51,4254.41,5550.91,5202.94,4814.67,4589.32
2033,4518.78,4302.33,4589.78,4431.05,5749.38,5395.55,5000.75,4771.6
2034,4696.85,4476.82,4769.02,4607.66,5947.81,5588.13,5186.79,4953.85
2035,4874.95,4651.33,4948.29,4784.31,6146.28,5780.74,5372.87,5136.13
2036,5053.04,4825.84,5127.57,4960.95,6344.75,5973.35,5558.94,5318.41
2037,5231.11,5000.33,5306.81,5137.57,6543.18,6165.93,5744.98,5500.66
2038,5409.21,5174.84,5486.08,5314.21,6741.65,6358.54,5931.06,5682.94
2039,5587.27,5349.33,5665.32,5490.83,6940.08,6551.12,6117.1,5865.2
2040,5765.37,5523.84,5844.59,5667.47,7138.55,6743.73,6303.18,6047.48
2041,5943.47,5698.35,6023.86,5844.11,7337.02,6936.34,6489.25,6229.76
2042,6121.53,5872.84,6203.1,6020.73,7535.45,7128.91,6675.29,6412.01
2043,6299.63,6047.35,6382.38,6197.37,7733.92,7321.53,6861.37,6594.29
2044,6477.7,6221.84,6561.62,6373.99,7932.35,7514.1,7047.41,6776.54
2045,6655.79,6396.35,6740.89,6550.63,8130.82,7706.71,7233.49,6958.82
2046,6833.89,6570.86,6920.16,6727.28,8329.28,7899.32,7419.56,7141.1
2047,7011.96,6745.35,7099.4,6903.89,8527.72,8091.9,7605.6,7323.35
2048,7190.05,6919.86,7278.67,7080.53,8726.18,8284.51,7791.68,7505.64
2049,7368.12,7094.34,7457.92,7257.15,8924.62,8477.09,7977.72,7687.89
2050,7546.21,7268.86,7637.19,7433.79,9123.08,8669.7,8163.8,7870.17
2051,7724.31,7443.37,7816.46,7610.44,9321.55,8862.31,8349.87,8052.45
2052,7902.38,7617.85,7995.7,7787.05,9519.98,9054.88,8535.92,8234.7
2053,8080.47,7792.37,8174.97,7963.7,9718.45,9247.5,8721.99,8416.98
2054,8258.54,7966.85,8354.21,8140.31,9916.88,9440.07,8908.03,8599.23
2055,8436.64,8141.37,8533.49,8316.95,10115.4,9632.68,9094.11,8781.51
2056,8614.73,8315.88,8712.76,8493.6,10313.8,9825.29,9280.18,8963.8
2057,8792.8,8490.36,8892,8670.21,10512.3,10017.9,9466.23,9146.05
2058,8970.9,8664.88,9071.27,8846.86,10710.7,10210.5,9652.3,9328.33
2059,9148.96,8839.36,9250.51,9023.47,10909.2,10403.1,9838.34,9510.58
2060,9327.06,9013.87,9429.78,9200.12,11107.6,10595.7,10024.4,9692.86
2061,9505.16,9188.39,9609.06,9376.76,11306.1,10788.3,10210.5,9875.14
2062,9683.22,9362.87,9788.3,9553.37,11504.5,10980.9,10396.5,10057.4
2063,9861.32,9537.39,9967.57,9730.02,11703,11173.5,10582.6,10239.7
2064,10039.4,9711.87,10146.8,9906.63,11901.4,11366,10768.7,10421.9
2065,10217.5,9886.38,10326.1,10083.3,12099.9,11558.7,10954.7,10604.2
2066,10395.6,10060.9,10505.4,10259.9,12298.4,11751.3,11140.8,10786.5
2067,10573.6,10235.4,10684.6,10436.5,12496.8,11943.8,11326.8,10968.7
2068,10751.7,10409.9,10863.9,10613.2,12695.3,12136.5,11512.9,11151
2069,10929.8,10584.4,11043.1,10789.8,12893.7,12329,11699,11333.3
2070,11107.9,10758.9,11222.4,10966.4,13092.2,12521.6,11885,11515.6
,ELC_01
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,2162.62,2094.67,2184.91,2135.08,2548.94,2437.86,2313.92,2241.99
2021,2208.24,2138.85,2231,2180.11,2602.7,2489.29,2362.73,2289.28
2022,2253.84,2183.03,2277.07,2225.14,2656.45,2540.69,2411.53,2336.55
2023,2299.46,2227.21,2323.15,2270.17,2710.22,2592.11,2460.33,2383.84
2024,2345.06,2271.38,2369.23,2315.19,2763.97,2643.52,2509.13,2431.12
2025,2390.68,2315.56,2415.31,2360.23,2817.73,2694.94,2557.93,2478.41
2026,2436.29,2359.74,2461.4,2405.26,2871.5,2746.37,2606.74,2525.7
2027,2481.9,2403.91,2507.47,2450.29,2925.25,2797.77,2655.53,2572.98
2028,2527.51,2448.1,2553.56,2495.32,2979.01,2849.19,2704.34,2620.27
2029,2573.11,2492.27,2599.63,2540.34,3032.76,2900.6,2753.14,2667.54
2030,2618.73,2536.45,2645.72,2585.38,3086.52,2952.02,2801.94,2714.83
2031,2664.35,2580.63,2691.8,2630.41,3140.29,3003.44,2850.75,2762.12
2032,2709.95,2624.8,2737.88,2675.44,3194.04,3054.85,2899.54,2809.4
2033,2755.56,2668.98,2783.96,2720.47,3247.8,3106.27,2948.35,2856.69
2034,2801.17,2713.16,2830.04,2765.49,3301.55,3157.68,2997.14,2903.97
2035,2846.78,2757.34,2876.12,2810.53,3355.32,3209.1,3045.95,2951.26
2036,2892.4,2801.52,2922.21,2855.56,3409.08,3260.52,3094.76,2998.55
2037,2938,2845.69,2968.28,2900.59,3462.83,3311.93,3143.55,3045.82
2038,2983.62,2889.87,3014.37,2945.62,3516.6,3363.35,3192.36,3093.11
2039,3029.22,2934.04,3060.44,2990.64,3570.35,3414.76,3241.15,3140.39
2040,3074.84,2978.23,3106.53,3035.68,3624.11,3466.18,3289.96,3187.68
2041,3120.45,3022.41,3152.61,3080.71,3677.87,3517.6,3338.77,3234.97
2042,3166.06,3066.58,3198.69,3125.74,3731.62,3569.01,3387.56,3282.25
2043,3211.67,3110.76,3244.77,3170.77,3785.39,3620.43,3436.37,3329.54
2044,3257.28,3154.93,3290.85,3215.79,3839.14,3671.84,3485.16,3376.81
2045,3302.89,3199.11,3336.93,3260.83,3892.9,3723.26,3533.97,3424.1
2046,3348.51,3243.3,3383.02,3305.86,3946.67,3774.68,3582.78,3471.39
2047,3394.11,3287.47,3429.09,3350.88,4000.42,3826.09,3631.57,3518.67
2048,3439.73,3331.65,3475.18,3395.92,4054.18,3877.51,3680.38,3565.96
2049,3485.33,3375.82,3521.25,3440.94,4107.93,3928.92,3729.17,3613.24
2050,3530.95,3420,3567.34,3485.98,4161.69,3980.34,3777.98,3660.53
2051,3576.56,3464.19,3613.42,3531.01,4215.46,4031.76,3826.79,3707.82
2052,3622.17,3508.36,3659.49,3576.03,4269.21,4083.17,3875.58,3755.09
2053,3667.78,3552.54,3705.58,3621.07,4322.97,4134.59,3924.39,3802.38
2054,3713.38,3596.71,3751.65,3666.09,4376.72,4186,3973.18,3849.66
2055,3759,3640.89,3797.74,3711.13,4430.49,4237.42,4021.99,3896.95
2056,3804.62,3685.07,3843.83,3756.16,4484.25,4288.84,4070.8,3944.24
2057,3850.22,3729.24,3889.9,3801.18,4538,4340.25,4119.59,3991.52
2058,3895.83,3773.43,3935.98,3846.22,4591.76,4391.67,4168.4,4038.81
2059,3941.44,3817.6,3982.06,3891.24,4645.51,4443.08,4217.19,4086.08
2060,3987.05,3861.78,4028.14,3936.28,4699.28,4494.5,4266,4133.37
2061,4032.67,3905.96,4074.23,3981.31,4753.04,4545.92,4314.8,4180.66
2062,4078.27,3950.13,4120.3,4026.33,4806.79,4597.33,4363.6,4227.94
2063,4123.89,3994.32,4166.39,4071.37,4860.56,4648.75,4412.41,4275.23
2064,4169.49,4038.49,4212.46,4116.39,4914.31,4700.15,4461.2,4322.51
2065,4215.11,4082.67,4258.55,4161.43,4968.07,4751.58,4510.01,4369.8
2066,4260.72,4126.85,4304.63,4206.46,5021.83,4803,4558.81,4417.09
2067,4306.33,4171.02,4350.71,4251.48,5075.58,4854.41,4607.61,4464.36
2068,4351.94,4215.2,4396.79,4296.52,5129.35,4905.83,4656.41,4511.65
2069,4397.55,4259.37,4442.87,4341.54,5183.1,4957.23,4705.21,4558.93
2070,4443.16,4303.56,4488.95,4386.58,5236.86,5008.66,4754.02,4606.22
,ELC_02
,S1D1,S1D2,S2D1,S2D2,S3D1,S3D2,S4D1,S4D2
2020,2162.62,2094.67,2184.91,2135.08,2548.94,2437.86,2313.92,2241.99
2021,2208.24,2138.85,2231,2180.11,2602.7,2489.29,2362.73,2289.28
2022,2253.84,2183.03,2277.07,2225.14,2656.45,2540.69,2411.53,2336.55
2023,2299.46,2227.21,2323.15,2270.17,2710.22,2592.11,2460.33,2383.84
2024,2345.06,2271.38,2369.23,2315.19,2763.97,2643.52,2509.13,2431.12
2025,2390.68,2315.56,2415.31,2360.23,2817.73,2694.94,2557.93,2478.41
2026,2436.29,2359.74,2461.4,2405.26,2871.5,2746.37,2606.74,2525.7
2027,2481.9,2403.91,2507.47,2450.29,2925.25,2797.77,2655.53,2572.98
2028,2527.51,2448.1,2553.56,2495.32,2979.01,2849.19,2704.34,2620.27
2029,2573.11,2492.27,2599.63,2540.34,3032.76,2900.6,2753.14,2667.54
2030,2618.73,2536.45,2645.72,2585.38,3086.52,2952.02,2801.94,2714.83
2031,2664.35,2580.63,2691.8,2630.41,3140.29,3003.44,2850.75,2762.12
2032,2709.95,2624.8,2737.88,2675.44,3194.04,3054.85,2899.54,2809.4
2033,2755.56,2668.98,2783.96,2720.47,3247.8,3106.27,2948.35,2856.69
2034,2801.17,2713.16,2830.04,2765.49,3301.55,3157.68,2997.14,2903.97
2035,2846.78,2757.34,2876.12,2810.53,3355.32,3209.1,3045.95,2951.26
2036,2892.4,2801.52,2922.21,2855.56,3409.08,3260.52,3094.76,2998.55
2037,2938,2845.69,2968.28,2900.59,3462.83,3311.93,3143.55,3045.82
2038,2983.62,2889.87,3014.37,2945.62,3516.6,3363.35,3192.36,3093.11
2039,3029.22,2934.04,3060.44,2990.64,3570.35,3414.76,3241.15,3140.39
2040,3074.84,2978.23,3106.53,3035.68,3624.11,3466.18,3289.96,3187.68
2041,3120.45,3022.41,3152.61,3080.71,3677.87,3517.6,3338.77,3234.97
2042,3166.06,3066.58,3198.69,3125.74,3731.62,3569.01,3387.56,3282.25
2043,3211.67,3110.76,3244.77,3170.77,3785.39,3620.43,3436.37,3329.54
2044,3257.28,3154.93,3290.85,3215.79,3839.14,3671.84,3485.16,3376.81
